author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
OPENCITY,real_estate_agent,https://www.cian.ru/sale/flat/311871795/,Москва,sale,flat,3,17,1,37.7,-1,0,13300000,Бескудниковский,Дмитровское шоссе,74К1,Верхние Лихоборы,
Сергей Яхновец,realtor,https://www.cian.ru/sale/flat/316989595/,Москва,sale,flat,8,12,1,34.0,-1,0,9200000,Северное Измайлово,15-я Парковая ,39К3,Щёлковская,
ID 55394,real_estate_agent,https://www.cian.ru/sale/flat/316822313/,Москва,sale,flat,11,16,1,36.0,-1,0,10500000,Отрадное, Римского-Корсакова,22,Бибирево,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/313802116/,Москва,sale,flat,2,5,1,32.0,-1,0,12000000,Пресненский, Подвойского,10,Москва-Сити,
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/313138677/,Москва,sale,flat,7,32,1,36.0,-1,0,11350000,Митино,Муравская ,38Бк4,Пятницкое шоссе,Митинский лес
ID 16659479,homeowner,https://www.cian.ru/sale/flat/315753890/,Москва,sale,flat,8,9,1,34.0,-1,0,14650000,Нагорный,Нахимовский проспект,4,Нахимовский проспект,
Елена Стометова,realtor,https://www.cian.ru/sale/flat/316816656/,Москва,sale,flat,10,15,1,40.5,-1,0,8950000,НАО (Новомосковский), Кварцевая,2к4,,
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/316615282/,Москва,sale,flat,9,17,1,41.3,-1,0,12500000,Северный,Дмитровское шоссе,169К8,Физтех,На Дмитровском 169
ID 78727326,homeowner,https://www.cian.ru/sale/flat/317003559/,Москва,sale,flat,17,31,1,48.6,-1,0,14000000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
Инвестправо,real_estate_agent,https://www.cian.ru/sale/flat/316851726/,Москва,sale,flat,7,14,1,36.0,-1,0,19500000,Западное Дегунино,Ильменский проезд,14к7,Селигерская,Селигер Сити
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/313972453/,Москва,sale,flat,12,12,1,34.4,-1,0,9200000,Текстильщики,Волгоградский проспект,71К1,Текстильщики,
Мария Александрова,realtor,https://www.cian.ru/sale/flat/316978882/,Москва,sale,flat,4,16,1,34.5,-1,0,13500000,Кунцево,Рублевское шоссе,109К6,Молодёжная,
ВСЁ ПРОСТО,real_estate_agent,https://www.cian.ru/sale/flat/316855400/,Москва,sale,flat,2,9,1,29.0,-1,0,15500000,Даниловский,Самаринская ,1,Тульская,
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/315053180/,Москва,sale,flat,5,20,1,41.0,-1,0,11350000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/311379367/,Москва,sale,flat,12,12,1,32.4,-1,0,9900000,Бабушкинский,Староватутинский проезд,11,Бабушкинская,
Vasilevsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/316499470/,Москва,sale,flat,16,17,1,37.0,-1,0,13990000,Южнопортовый, Трофимова,36К1,Кожуховская,
KRK COMFORT,real_estate_agent,https://www.cian.ru/sale/flat/313973939/,Москва,sale,flat,16,18,1,40.0,-1,0,11490000,Бирюлево Восточное,6-я Радиальная ,7/6к3,Покровское,Царицыно-2
ID 25378726,homeowner,https://www.cian.ru/sale/flat/316537766/,Москва,sale,flat,10,24,1,37.7,-1,0,14990000,Дмитровский,Дмитровское шоссе,107к1,Яхромская,Летний сад
Сергей Кобзев,realtor,https://www.cian.ru/sale/flat/300165670/,Москва,sale,flat,7,9,1,32.9,-1,0,10900000,Коньково, Академика Арцимовича,13,Коньково,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/314891642/,Москва,sale,flat,11,14,1,38.0,-1,0,12400000,Савёлки,Зеленоград,к360А,Зеленоград — Крюково,Зеленоград Сити
ID 81331718,homeowner,https://www.cian.ru/sale/flat/316018457/,Москва,sale,flat,1,16,1,37.8,-1,0,12500000,Нагатинский затон,Коломенская набережная,18,Нагатинский Затон,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316995329/,Москва,sale,flat,2,25,1,32.0,-1,0,13800000,Кунцево,№ 100 кв-л,1к1,Павшино,Мякинино парк
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315572274/,Москва,sale,flat,7,26,1,34.0,-1,0,15700000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316275279/,Москва,sale,flat,14,14,1,35.8,-1,0,8980000,Ярославский,Ярославское шоссе,133,Медведково,
Мария Лаврентьева,realtor,https://www.cian.ru/sale/flat/316055130/,Москва,sale,flat,11,19,1,41.8,-1,0,14700000,Можайский, Толбухина,2,Сетунь,
Инвестправо,real_estate_agent,https://www.cian.ru/sale/flat/316867827/,Москва,sale,flat,9,9,1,33.8,-1,0,11150000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,Сиреневый парк
ID 54076853,unknown,https://www.cian.ru/sale/flat/317004264/,Москва,sale,flat,6,9,1,27.5,-1,0,9300000,Люблино, Верхние Поля,27С2,Братиславская,
Диана Тухбатуллина,realtor,https://www.cian.ru/sale/flat/316372504/,Москва,sale,flat,3,10,1,33.0,-1,0,9465000,, Золотошвейная,3,Филатов Луг,Цветочные Поляны
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307344153/,Москва,sale,flat,1,9,1,32.9,-1,0,10300000,Коньково, Академика Волгина,13,Университет Дружбы Народов,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/316537632/,Москва,sale,flat,2,9,1,35.1,-1,0,10000000,Южное Тушино, Фабрициуса,24С1,Сходненская,
Эстер,real_estate_agent,https://www.cian.ru/sale/flat/310050671/,Москва,sale,flat,3,9,1,32.7,-1,0,12000000,Хорошево-Мневники,проспект Маршала Жукова,16К1,Народное Ополчение,
KRK COMFORT,real_estate_agent,https://www.cian.ru/sale/flat/314940797/,Москва,sale,flat,16,18,1,39.6,-1,0,11600000,Бирюлево Восточное,6-я Радиальная ,7/6к2,Царицыно,Царицыно-2
ID 460090,homeowner,https://www.cian.ru/sale/flat/314386971/,Москва,sale,flat,3,16,1,37.4,-1,0,11000000,Строгино, Твардовского,9К1,Строгино,
Андрей Галаев,realtor,https://www.cian.ru/sale/flat/308391352/,Москва,sale,flat,13,22,1,39.0,-1,0,13400000,,Родниковая ,30к1,Новопеределкино,Румянцево-Парк
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/314649330/,Москва,sale,flat,2,15,1,42.7,-1,0,11990000,, Потаповская Роща,24к2,Потапово,Белые ночи
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/309836426/,Москва,sale,flat,14,14,1,40.0,-1,0,12600000,Марьино, Перерва,34,Марьино,
Елена Мусаева,realtor,https://www.cian.ru/sale/flat/316320692/,Москва,sale,flat,8,12,1,37.0,-1,0,11500000,НАО (Новомосковский), Яворки,1к3,,Кленовые Аллеи
Олег Крутько,realtor,https://www.cian.ru/sale/flat/309248913/,Москва,sale,flat,16,17,1,30.9,-1,0,8299000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/316647027/,Москва,sale,flat,12,17,1,34.2,-1,0,9500000,, Авиаконструктора Петлякова,13,Пыхтино,Солнцево парк
Екатерина Лапшина,realtor,https://www.cian.ru/sale/flat/302493137/,Москва,sale,flat,5,7,1,18.6,-1,0,10500000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/299019109/,Москва,sale,flat,10,25,1,31.2,-1,0,19500000,Аэропорт,Ленинградский проспект,36с40,Петровский Парк,ВТБ Арена парк
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316830268/,Москва,sale,flat,5,9,1,32.0,-1,0,12800000,Таганский,Волгоградский проспект,15,Волгоградский проспект,
Анна Шукан,realtor,https://www.cian.ru/sale/flat/315205993/,Москва,sale,flat,4,12,1,36.0,-1,0,11999999,Донской,Севастопольский проспект,3К1,Крымская,
Mango Realty,real_estate_agent,https://www.cian.ru/sale/flat/316008859/,Москва,sale,flat,3,5,1,50.5,-1,0,39000000,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
ID 48774688,homeowner,https://www.cian.ru/sale/flat/309205617/,Москва,sale,flat,11,17,1,38.0,-1,0,9500000,Некрасовка,проспект Защитников Москвы,9к1,Некрасовка,
Светлана Биличенко,realtor,https://www.cian.ru/sale/flat/308838116/,Москва,sale,flat,4,5,1,33.0,-1,0,9500000,Восточное Измайлово,11-я Парковая ,34,Первомайская,
Виктория Горбунова,realtor,https://www.cian.ru/sale/flat/315758664/,Москва,sale,flat,12,20,1,38.5,-1,0,20000000,Филевский парк,Большая Филевская ,3к1,Фили,Западный порт
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316792729/,Москва,sale,flat,14,14,1,36.0,-1,0,15000000,Войковский, Зои и Александра Космодемьянских,7К2,Войковская,
Сергей Четыркин,realtor,https://www.cian.ru/sale/flat/316320377/,Москва,sale,flat,2,6,1,44.3,-1,0,20821000,Таганский,2-й Гончарный переулок,3,Таганская,
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/316340536/,Москва,sale,flat,1,8,1,21.0,-1,0,11600000,Беговой, Правды,7/9К1,Белорусская,
ID 14004877,homeowner,https://www.cian.ru/sale/flat/314364643/,Москва,sale,flat,9,14,1,40.0,-1,0,38000000,Пресненский,Большая Никитская ,49,Баррикадная,
Татьяна Геннадьевна Сердечная,realtor,https://www.cian.ru/sale/flat/314333106/,Москва,sale,flat,1,3,1,42.0,-1,0,10350000,, Андерсена,11,Ольховая,Андерсен
Ольга Соколова,realtor,https://www.cian.ru/sale/flat/313728976/,Москва,sale,flat,7,24,1,40.0,-1,0,10900000,Косино-Ухтомский,Лухмановская ,11,Лухмановская,
ID 101530457,homeowner,https://www.cian.ru/sale/flat/315772250/,Москва,sale,flat,14,16,1,35.0,-1,0,10800000,Северное Медведково,Северодвинская ,19,Медведково,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/315187076/,Москва,sale,flat,27,52,1,39.3,-1,0,15600000,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,City Bay
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/312677259/,Москва,sale,flat,7,10,1,35.0,-1,0,18100000,Замоскворечье,Стремянный переулок,2,Павелецкая,Стремянный 2
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315027221/,Москва,sale,flat,7,9,1,38.7,-1,0,13500000,Коптево,3-й Михалковский переулок,24,Коптево,
Мария Линкевич,realtor,https://www.cian.ru/sale/flat/315825656/,Москва,sale,flat,1,3,1,44.6,-1,0,10333000,, Футбольная,22,Ольховая,
Доступный дом,real_estate_agent,https://www.cian.ru/sale/flat/314015886/,Москва,sale,flat,14,15,1,41.1,-1,0,13700000,, Потаповская Роща,26к3,Потапово,Белые ночи
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/311076245/,Москва,sale,flat,3,9,1,31.3,-1,0,8900000,Южное Тушино,Туристская ,4К2,Сходненская,
Агентство недвижимости Светланы Наумовой,real_estate_agent,https://www.cian.ru/sale/flat/313192992/,Москва,sale,flat,4,26,1,33.4,-1,0,20990000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316124815/,Москва,sale,flat,1,5,1,30.5,-1,0,15300000,Даниловский,3-й Павелецкий проезд,9,Тульская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/314902197/,Москва,sale,flat,24,24,1,40.9,-1,0,11499000,Косино-Ухтомский,Салтыковская ,6/1к7,Улица Дмитриевского,мой адрес На Салтыковской
Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/316523759/,Москва,sale,flat,9,21,1,44.3,-1,0,35300000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Юлия Сатонина,realtor,https://www.cian.ru/sale/flat/316061331/,Москва,sale,flat,3,25,1,37.4,-1,0,20800000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
ID 37041116,homeowner,https://www.cian.ru/sale/flat/316347588/,Москва,sale,flat,2,17,1,48.5,-1,0,17000000,Кузьминки, Шумилова,24А,Кузьминки,
Анна Марфийчук,realtor,https://www.cian.ru/sale/flat/315825212/,Москва,sale,flat,2,5,1,31.0,-1,0,31450000,Замоскворечье,1-й Монетчиковский переулок,8,Павелецкая,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/316248586/,Москва,sale,flat,1,17,1,37.0,-1,0,10800000,, Бориса Пастернака,49,Мичуринец,Переделкино Ближнее Город-парк
ID 28711902,homeowner,https://www.cian.ru/sale/flat/315151778/,Москва,sale,flat,1,9,1,37.8,-1,0,11500000,Строгино, Исаковского,28К2,Строгино,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/295415897/,Москва,sale,flat,12,22,1,37.2,-1,0,10700000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
АБ Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/314021903/,Москва,sale,flat,14,16,1,38.0,-1,0,11400000,,Родниковая ,9Ак4,Румянцево,
Людмила Шамшина,realtor,https://www.cian.ru/sale/flat/302025521/,Москва,sale,flat,14,22,1,42.3,-1,0,13000000,Северное Тушино, Свободы,71,Планерная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314718399/,Москва,sale,flat,1,21,1,28.0,-1,0,10200000,Коньково, Бутлерова,7Б,Калужская,Букинист
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/312098897/,Москва,sale,flat,7,18,1,52.8,-1,0,17399999,Ховрино,Петрозаводская ,15к5,Грачёвская,
Павел Резакин,realtor,https://www.cian.ru/sale/flat/313692560/,Москва,sale,flat,2,14,1,34.8,-1,0,12499999,Очаково-Матвеевское,Озерная ,25,Озёрная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314179885/,Москва,sale,flat,3,9,1,29.6,-1,0,9800000,Богородское,Малая Черкизовская ,64,Преображенская площадь,
Unlock,real_estate_agent,https://www.cian.ru/sale/flat/315807006/,Москва,sale,flat,14,24,1,48.5,-1,0,20600000,Чертаново Центральное,Чертановская ,43к3,Пражская,Галактика
ID 107328710,realtor,https://www.cian.ru/sale/flat/312721737/,Москва,sale,flat,5,12,1,35.0,-1,0,15500000,Басманный,Бакунинская ,23-41,Бауманская,
Эльдар Юнеев,realtor,https://www.cian.ru/sale/flat/313978484/,Москва,sale,flat,2,21,1,43.0,-1,0,17900000,Сокольники, Сокольнический Вал,3,Рижская,Резиденция Сокольники
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315642397/,Москва,sale,flat,2,24,1,45.1,-1,0,23800000,Нагатинский затон,проспект Андропова,9/1,Технопарк,Dream Towers
ID 121542282,homeowner,https://www.cian.ru/sale/flat/314822731/,Москва,sale,flat,5,8,1,37.0,-1,0,14200000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315364648/,Москва,sale,flat,5,17,1,39.1,-1,0,9990000,, Радужная,6,Рассказовка,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299010726/,Москва,sale,flat,4,4,1,37.0,-1,0,36000000,Мещанский, Кузнецкий Мост,19С1,Кузнецкий мост,
ID 129227218,homeowner,https://www.cian.ru/sale/flat/315928424/,Москва,sale,flat,12,12,1,38.9,-1,0,10750000,Бибирево, Плещеева,16,Бибирево,
Инга Аверина,realtor,https://www.cian.ru/sale/flat/316188954/,Москва,sale,flat,15,23,1,29.0,-1,0,17500000,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
Юлия Сатонина,realtor,https://www.cian.ru/sale/flat/316637158/,Москва,sale,flat,21,25,1,38.0,-1,0,13900000,Лосиноостровский,Тайнинская ,9,Медведково,Нормандия
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313456468/,Москва,sale,flat,8,17,1,37.0,-1,0,13900000,Теплый Стан,Профсоюзная ,128,Коньково,
Огни Города,real_estate_agent,https://www.cian.ru/sale/flat/316486573/,Москва,sale,flat,11,21,1,41.5,-1,0,38999999,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/316263587/,Москва,sale,flat,4,27,1,43.6,-1,0,22500000,Пресненский,Шмитовский проезд,39к8,Москва-Сити,Headliner
Андрей Марков,realtor,https://www.cian.ru/sale/flat/316803022/,Москва,sale,flat,8,14,1,50.1,-1,0,16500000,Теплый Стан, Теплый Стан,5к4,Тёплый Стан,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/313856307/,Москва,sale,flat,14,26,1,38.0,-1,0,36800000,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия
Эстер,real_estate_agent,https://www.cian.ru/sale/flat/315780591/,Москва,sale,flat,4,12,1,39.0,-1,0,9999980,Солнцево, Авиаторов,11К1,Новопеределкино,
Евгений Блинников,realtor,https://www.cian.ru/sale/flat/315366273/,Москва,sale,flat,4,4,1,25.0,-1,0,9990000,Красносельский,Краснопрудная ,28,Красносельская,
СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292522658/,Москва,sale,flat,12,26,1,41.3,-1,0,11314272,Некрасовка, Липчанского,10,Некрасовка,Некрасовка
Тимур Ярыш,realtor,https://www.cian.ru/sale/flat/315936154/,Москва,sale,flat,7,27,1,66.2,-1,0,54500000,Беговой,Верхняя ,20к1,Белорусская,Суббота
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/314011317/,Москва,sale,flat,20,22,1,39.0,-1,0,22990000,Хорошево-Мневники,3-я Хорошевская ,23к1,Зорге,Хорошевский
Агентство недвижимости Светланы Наумовой,real_estate_agent,https://www.cian.ru/sale/flat/313254694/,Москва,sale,flat,7,17,1,38.8,-1,0,11200000,Чертаново Северное,Варшавское шоссе,122,Южная,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/313582240/,Москва,sale,flat,21,24,1,42.6,-1,0,17200000,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
Евгений Блинников,realtor,https://www.cian.ru/sale/flat/315362421/,Москва,sale,flat,4,4,1,26.0,-1,0,10550000,Красносельский,Краснопрудная ,28,Красносельская,
ID 457350,unknown,https://www.cian.ru/sale/flat/316499150/,Москва,sale,flat,19,24,1,41.0,-1,0,12800000,Люблино,Люблинская ,76к5,Перерва,Люблинский парк
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/311077298/,Москва,sale,flat,14,16,1,34.8,-1,0,12500000,Отрадное, Бестужевых,17,Отрадное,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/316743747/,Москва,sale,flat,7,14,1,36.7,-1,0,8300000,,проспект Куприна,40к3,Потапово,Эко Бунино
ID 130308990,realtor,https://www.cian.ru/sale/flat/316948859/,Москва,sale,flat,7,23,1,45.8,-1,0,26000000,Хорошево-Мневники, Нижние Мневники,16к3,Терехово ,Остров
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316280927/,Москва,sale,flat,12,16,1,38.7,-1,0,9999999,,,5с3,Румянцево,Тропарево Парк
ID 59882417,homeowner,https://www.cian.ru/sale/flat/316778968/,Москва,sale,flat,2,19,1,37.5,-1,0,11500000,, Самуила Маршака,12,Рассказовка,Переделкино Ближнее Город-парк
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/313176663/,Москва,sale,flat,24,24,1,44.5,-1,0,16000000,Зюзино,Симферопольский бульвар,24К3,Чертановская,
ID 96208894,unknown,https://www.cian.ru/sale/flat/314881246/,Москва,sale,flat,7,18,1,38.0,-1,0,11200000,Бирюлево Восточное,6-я Радиальная ,7/6к1,Царицыно,Царицыно-2
ID 12863145,homeowner,https://www.cian.ru/sale/flat/312088297/,Москва,sale,flat,12,17,1,36.6,-1,0,14500000,Крылатское,Крылатская ,29К2,Крылатское,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316999262/,Москва,sale,flat,5,5,1,32.4,-1,0,15900000,Южнопортовый,Шарикоподшипниковская ,7К2,Дубровка,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/309151532/,Москва,sale,flat,6,16,1,38.0,-1,0,13250000,Солнцево,Производственная ,8к2,Солнцево,Лучи
ID 85532951,homeowner,https://www.cian.ru/sale/flat/312999129/,Москва,sale,flat,5,9,1,33.4,-1,0,11850000,Нагатино-Садовники,Нагатинская набережная,10,Нагатинская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316493773/,Москва,sale,flat,10,17,1,38.0,-1,0,9400000,Некрасовка,проспект Защитников Москвы,7к2,Некрасовка,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/308493506/,Москва,sale,flat,12,14,1,35.6,-1,0,11450000,Коптево,Коптевский бульвар,11А,Коптево,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316109089/,Москва,sale,flat,4,8,1,38.9,-1,0,9000000,Люблино, Марьинский Парк,41К1,Люблино,
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/316560118/,Москва,sale,flat,6,9,1,32.7,-1,0,8900000,Лосиноостровский,Анадырский проезд,49,Медведково,
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/313876533/,Москва,sale,flat,20,32,1,43.7,-1,0,18500000,Бутырский, Руставели,14,Бутырская,Руставели 14
Олег Кузьмин,realtor,https://www.cian.ru/sale/flat/316714019/,Москва,sale,flat,11,16,1,40.6,-1,0,10500000,, Садовая,9,Щербинка,"Щербинка, ул. Садовая"
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/308415050/,Москва,sale,flat,10,12,1,36.0,-1,0,9990000,Нижегородский,Подъемный переулок,3,Калитники,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313165411/,Москва,sale,flat,7,11,1,33.0,-1,0,15900000,Донской,Духовской переулок,19с2,Тульская,Донской квартал
Тамара Певная,realtor,https://www.cian.ru/sale/flat/316948588/,Москва,sale,flat,5,14,1,37.8,-1,0,15500000,Северное Медведково, Грекова,11,Медведково,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316826562/,Москва,sale,flat,3,14,1,38.8,-1,0,11700000,Ново-Переделкино, Шолохова,6,Новопеределкино,
Rocket Estate,real_estate_agent,https://www.cian.ru/sale/flat/314508548/,Москва,sale,flat,5,32,1,38.0,-1,0,18300000,Останкинский, Годовикова,11к4,Алексеевская,iLove
ID 35996212,unknown,https://www.cian.ru/sale/flat/315925212/,Москва,sale,flat,1,8,1,30.0,-1,0,10900000,Ростокино,1-й Сельскохозяйственный проезд,3,Улица Сергея Эйзенштейна,
Самолет Плюс Марьино,real_estate_agent,https://www.cian.ru/sale/flat/314355924/,Москва,sale,flat,5,14,1,39.0,-1,0,11500000,Братеево,Ключевая ,4К1,Алма-Атинская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/310090581/,Москва,sale,flat,5,9,1,32.5,-1,0,9900000,Бибирево, Лескова,10А,Алтуфьево,
Покупатель,real_estate_agent,https://www.cian.ru/sale/flat/315279496/,Москва,sale,flat,5,22,1,41.1,-1,0,13400000,Люблино,Совхозная ,10А,Люблино,
ID 97210396,realtor,https://www.cian.ru/sale/flat/312030871/,Москва,sale,flat,22,32,1,36.0,-1,0,12850000,Марьино,Донецкая ,30к2,Курьяново,Домашний
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315334101/,Москва,sale,flat,24,25,1,46.8,-1,0,16890000,Солнцево,Боровское шоссе,2к5,Говорово,Мещерский лес
ID 87091425,homeowner,https://www.cian.ru/sale/flat/316822222/,Москва,sale,flat,9,25,1,35.7,-1,0,12500000,Кунцево,№ 100 кв-л,1к1,Павшино,Мякинино парк
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/316289970/,Москва,sale,flat,5,17,1,35.8,-1,0,12900000,Рязанский, Васильцовский Стан,5К2,Текстильщики,
ID 147053,realtor,https://www.cian.ru/sale/flat/315540856/,Москва,sale,flat,8,12,1,36.0,-1,0,11800000,Зюзино,Балаклавский проспект,54,Зюзино,
ID 129344821,homeowner,https://www.cian.ru/sale/flat/315879104/,Москва,sale,flat,6,12,1,32.7,-1,0,9300000,Отрадное,Алтуфьевское шоссе,32,Дегунино,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315639244/,Москва,sale,flat,8,23,1,41.4,-1,0,22200000,Хорошево-Мневники, Нижние Мневники,7,Терехово ,Остров
ID 64275578,realtor,https://www.cian.ru/sale/flat/315974340/,Москва,sale,flat,37,37,1,50.0,-1,0,29500000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
UBS,real_estate_agent,https://www.cian.ru/sale/flat/314784162/,Москва,sale,flat,1,12,1,33.0,-1,0,9495000,Северное Измайлово,Сиреневый бульвар,37/40,Щёлковская,
ID 94867922,unknown,https://www.cian.ru/sale/flat/308859725/,Москва,sale,flat,13,16,1,42.3,-1,0,15290000,Чертаново Южное,Варшавское шоссе,152к11,Улица Академика Янгеля,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/296404444/,Москва,sale,flat,2,5,1,17.0,-1,0,10790000,Хорошево-Мневники,бульвар Генерала Карбышева,19К5,Бульвар Генерала Карбышева,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/316644207/,Москва,sale,flat,17,17,1,39.0,-1,0,10500000,Митино, Барышиха,18,Митино,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/279298831/,Москва,sale,flat,2,6,1,13.3,-1,0,4287787,Северное Измайлово,Сиреневый бульвар,15,Щёлковская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/316510401/,Москва,sale,flat,16,17,1,37.6,-1,0,10900000,, Летчика Грицевца,12,Пыхтино,Солнцево парк
ID 12544980,realtor,https://www.cian.ru/sale/flat/312018190/,Москва,sale,flat,5,9,1,32.0,-1,0,9500000,Чертаново Южное,Россошанская ,11К3,Улица Академика Янгеля,
Дом Сегодня,real_estate_agent,https://www.cian.ru/sale/flat/314141875/,Москва,sale,flat,7,9,1,31.2,-1,0,13690000,Марьина роща,Трифоновская ,4,Марьина Роща,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/314732934/,Москва,sale,flat,6,12,1,32.0,-1,0,15999999,Гагаринский,проспект 60-летия Октября,5К1,Ленинский проспект,
Светлана Вождаева,realtor,https://www.cian.ru/sale/flat/316549901/,Москва,sale,flat,6,16,1,34.6,-1,0,11500000,Перово, Плющева,17К1,Перово,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/272856487/,Москва,sale,flat,20,25,1,46.6,-1,0,10200000,,проезд Радужный,3,Рассказовка,
ID 404832,unknown,https://www.cian.ru/sale/flat/314330458/,Москва,sale,flat,12,25,1,33.3,-1,0,11800000,Люблино,Люблинская ,72Ак2,Депо,Люблинский парк
